STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,indic_il,Income and living conditions indicator,sex,Sex,age,Age class,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,SK,Slovakia,2024,,14.5,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,TR,Türkiye,2013,,23.1,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,TR,Türkiye,2014,,23.0,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,TR,Türkiye,2015,,22.5,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,TR,Türkiye,2016,,22.8,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,TR,Türkiye,2017,,22.2,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,TR,Türkiye,2018,,22.2,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,TR,Türkiye,2019,,22.4,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,TR,Türkiye,2020,,23.0,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,TR,Türkiye,2021,,22.4,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,TR,Türkiye,2022,,22.4,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,TR,Türkiye,2023,,20.7,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,TR,Türkiye,2024,,22.2,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,UK,United Kingdom,2013,,15.9,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,UK,United Kingdom,2014,,16.8,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,UK,United Kingdom,2015,,16.6,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,UK,United Kingdom,2016,,15.9,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,UK,United Kingdom,2017,,17.0,,b,break in time series,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,UK,United Kingdom,2018,,18.6,,,,,
